,user_id,item_id,time
23626,32653,21201,0.9842183133916652
26241,32631,35905,0.984221453951616
8512,32554,24867,0.9841751909421336
60,32532,8019,0.9842029916482
24495,32510,35046,0.9840957810825458
25620,32488,73095,0.9840610961277478
15984,32477,2223,0.9842057196074664
16233,32466,34851,0.9840443757058152
13640,32444,21279,0.9842215668805496
4413,32422,24165,0.984178994565264
26001,32411,5231,0.9841220228646188
24687,32400,61826,0.9841252176809292
17154,32378,49132,0.9842197341512091
5122,32367,5483,0.9840592488879856
9109,32323,110953,0.9841053137986684
6339,32312,66719,0.984224478428194
26699,32290,103796,0.9842242714969638
9786,32268,88089,0.9842072646519259
15035,32257,101015,0.9842055946916628
18358,32246,99162,0.9842081371698874
21750,32213,105641,0.9841163644310712
17063,32191,38512,0.9842287394450501
21168,32169,20544,0.9841989344081348
14451,32158,15527,0.9842205328552864
2256,32114,90064,0.9841663622969038
1836,32103,26734,0.9842025008174162
25456,32081,46132,0.9840876249638142
15054,32070,103659,0.9842016472260916
8690,32026,49954,0.9842204420074294
3119,32015,85634,0.9840903056064882
21550,32004,76515,0.9842260531243848
21957,31982,14744,0.9841066077497452
350,31949,47875,0.9841690820546276
22472,31938,94300,0.9842106701847936
12133,31894,58815,0.9841173322131052
27034,31872,28913,0.9842026534922872
282,31850,38710,0.9841426415428668
8615,31817,39763,0.9842248456049499
8622,31806,40446,0.9842172686413078
8923,31795,84637,0.984209665180374
20362,31784,27688,0.9840972876428437
2228,31751,85694,0.9842221977684464
9982,31718,115808,0.9842032023647576
2098,31707,68220,0.9842122972446798
670,31685,97521,0.984209315037591
6013,31630,18477,0.9842121660199972
12232,31608,70699,0.9841519559717772
26477,31597,73509,0.9841760224523816
25079,31564,115188,0.9841986643881148
13164,31553,77004,0.9840916752641126
18704,31542,23684,0.9840967034406513
17481,31476,96016,0.984206964349287
11796,31421,12262,0.9842114972788266
19329,31388,487,0.984228395611146
14981,31344,94992,0.984227037309504
3770,31322,52106,0.984124417084188
7858,31311,53364,0.9841640854224836
511,31289,70452,0.9841979464376882
17948,31278,39165,0.9842244513000143
24830,31223,83138,0.9842230759643992
20869,31201,100453,0.9841222474607104
9630,31190,62900,0.9841943825519583
22673,31168,3834,0.9841041800931176
14347,31157,4230,0.9841253211465442
16011,31124,5861,0.9841140692609024
7951,31113,65451,0.984105573724482
18075,31080,56459,0.9842261717313092
19276,31047,112194,0.9841775290126796
17677,31014,3393,0.9841479460483042
27597,31003,110485,0.9842112020232908
7214,30970,74736,0.9842240639348456
27438,30937,89255,0.9841974940910659
18253,30915,84023,0.9840970340259092
2684,30904,23881,0.9841957055238784
6006,30893,17786,0.9842222892471916
960,30882,19245,0.9842264102069344
26006,30871,5572,0.9842287041153276
16278,30860,42348,0.9840545613909114
3276,30849,105310,0.984200280092019
7955,30838,66619,0.9840510025522848
6195,30827,43316,0.9842179020527564
21369,30794,49613,0.9841709192001832
17143,30772,48132,0.9842258360989482
5166,30761,12700,0.984217108395782
5498,30750,60065,0.9841940002338928
11913,30739,26187,0.9841478091456306
8391,30706,10396,0.984220499418228
25734,30695,88656,0.9841979647334372
24357,30673,13147,0.9841030810864012
23071,30629,56806,0.9840593946230898
18405,30618,104570,0.9842297835645192
4516,30574,40785,0.9841982984731348
22889,30563,30823,0.9840679576645148
10280,30552,37250,0.9841697129425244
27214,30541,56705,0.9842050313087708
6532,30530,93711,0.984222689861006
9610,30508,60420,0.9842048477203929
20047,30486,101688,0.9842175626350678
3651,30475,33295,0.9841477264993159
2037,30464,58422,0.9841574503744716
21938,30453,13069,0.984165461388987
12153,30431,61551,0.9842178509508368
8836,30420,72414,0.9842085289512714
14565,30398,33613,0.984226620923492
20689,30387,74994,0.9841677729622412
24445,30376,26285,0.9840609213718003
26509,30354,78520,0.9840968990158993
25295,30332,25266,0.9842294384688396
16818,30310,2463,0.984060568074578
17510,30277,100220,0.9841543653326555
10364,30266,50210,0.9840865776899052
12264,30255,74736,0.9842235989704656
11553,30200,100743,0.984095731242402
18885,30167,51966,0.9842206337973499
19018,30156,70705,0.984208475956688
9611,30134,60544,0.9842247541262048
18732,30123,26821,0.9842272227905456
19641,30079,41684,0.9842177746134012
12382,30057,93741,0.984074661479308
26909,30035,11860,0.9841988814135516
587,30024,83001,0.9840616796990526
14729,30002,59747,0.9842255515685068
15212,29991,6790,0.984203561339971
13270,29969,93258,0.9841703349979908
17009,29870,28662,0.9841773769686964
4645,29815,61628,0.98419916089689
4139,29804,109735,0.9842275256167362
11409,29782,78605,0.9842186099089768
9187,29771,404,0.9842011967721332
23828,29760,54471,0.9841869923311336
2989,29738,65645,0.9841405236521968
22498,29716,97856,0.984227649270764
8824,29672,70612,0.9842234305233972
15526,29650,52685,0.9842270354168404
1794,29595,22160,0.9841736162459428
14331,29584,2544,0.9841643869868985
26651,29562,98448,0.9841713002564729
13947,29551,70231,0.9842226501150686
4069,29529,99917,0.9842295532904368
13699,29507,30011,0.9842017014824508
24500,29496,35418,0.9842030427501196
27381,29485,80063,0.9842261919197222
4975,29463,107375,0.9841424667869192
5481,29452,58111,0.9842257900441316
17919,29441,34682,0.9841435178461556
6237,29430,48942,0.984161071040112
19380,29397,5437,0.9841434314145135
10558,29386,79184,0.9842239005348804
6485,29342,88766,0.9841656544406834
22735,29320,11147,0.9842075517059192
22997,29276,47083,0.9840915194348019
22828,29265,21882,0.9841586560012426
9502,29232,44534,0.9841152395579512
16341,29221,51432,0.9841009890621352
14377,29199,6781,0.9841719412385764
23994,29188,83881,0.984228977920675
21484,29177,66374,0.98415425303461
25833,29155,102866,0.9842237175773902
19803,29144,65291,0.9842124997596948
17507,29122,99630,0.9841980921727924
867,29111,7974,0.9842076236271392
17518,29089,101921,0.9841280856973086
3104,29067,82819,0.9842241327016265
27072,29056,36073,0.9842106575670356
8926,29045,85317,0.9842216993670079
3094,29034,80556,0.9841794860269358
4038,29012,95012,0.984217034581898
26009,29001,6074,0.9842280606096728
13300,28957,95388,0.9841014237438961
14143,28946,96438,0.9841988965548609
24663,28924,58365,0.9841483075470692
14221,28913,107055,0.9842091213550068
11193,28902,43724,0.9841231887454526
5178,28880,13743,0.9841466464192364
21652,28869,90788,0.9841768918159036
22645,28858,1129,0.9842064097988256
5363,28825,40252,0.9842283773153969
27633,28814,114980,0.9842156333798788
7248,28792,80079,0.9842249440234621
2186,28781,78723,0.984178291756147
24485,28737,33479,0.9841544435627548
11680,28726,116163,0.9842137186351116
8008,28660,75551,0.9842271174322668
24569,28638,44793,0.9841967685699846
25512,28627,55490,0.9842084128678984
19995,28605,94069,0.9840926562947924
9477,28572,41441,0.9841121974165121
20672,28561,71916,0.9842074804155868
20048,28539,101729,0.9842204041541556
25445,28517,45314,0.9841445096019296
6462,28506,86224,0.9842301191968804
12119,28495,57115,0.9840927004569452
10029,28473,3437,0.9842025298382596
1880,28451,34275,0.9841456540325746
14138,28418,96115,0.9842282397818356
13561,28407,11760,0.9841672139955646
22907,28396,32456,0.9841681016548356
22990,28385,45386,0.9841588364351812
5670,28352,88484,0.9840674699881706
25792,28341,97216,0.9841249400902544
8084,28330,89617,0.9842247875632636
24289,28319,4452,0.9841455259623316
14240,28286,109475,0.9841180659357294
21585,28275,81135,0.9842082620856909
6253,28264,50654,0.9842260386139632
9443,28253,36992,0.9842230261242552
21778,28242,110128,0.9841943535311152
19664,28231,45232,0.9842275319256152
16914,28209,15547,0.9841195642944846
21655,28176,91392,0.9842239623618942
8832,28165,71637,0.984165858848362
21262,28121,33772,0.9841677881035508
25968,28110,1793,0.9842128095256522
13526,28099,6488,0.9842131659773141
3808,28066,58704,0.9841874219657916
13128,28055,71233,0.9841661856482926
5058,28044,117149,0.9841096473676326
26533,28033,82149,0.984124820221554
21173,28011,21037,0.9841175252648016
10336,28000,46126,0.9842230646084168
3577,27956,22526,0.9842220406773602
17403,27934,84865,0.9841493586063056
13192,27901,81254,0.9842061782629676
21235,27879,29529,0.9841527918982406
9435,27868,35471,0.9841734452753228
7539,27857,6944,0.9842273357194792
12266,27791,74945,0.9842217012596716
27106,27780,42093,0.9840529179279398
13853,27769,55487,0.984204559404624
13199,27736,82672,0.9842241327016265
6201,27725,44141,0.9842010396810468
9641,27703,64795,0.9840927616530709
13622,27692,18937,0.9842282385200596
18363,27681,100049,0.9842224747282332
8716,27670,54320,0.9841400347140766
21475,27648,63925,0.9840436792055772
27089,27637,39204,0.9841657225765764
15859,27604,103830,0.9842089358739651
4945,27593,103127,0.9841788141313256
5601,27582,77345,0.9841495188518312
1845,27560,27693,0.9841492728055514
23570,27549,13527,0.9841025101328544
27460,27527,92486,0.9842296491853972
5731,27505,96546,0.9840985986278936
12035,27494,44424,0.984209725745612
8997,27483,93408,0.9842121205960688
20719,27450,78846,0.9842217510998156
24839,27439,86154,0.9842233251651183
1784,27406,21426,0.9842191379621464
26764,27362,111447,0.9842287955940728
14104,27318,91483,0.9841526764457554
10810,27274,113534,0.9841937011930296
17900,27263,31708,0.984146638217694
14107,27219,91614,0.98411865076881
9410,27197,31981,0.9842112884549328
5956,27175,11522,0.984128590407626
23641,27164,22511,0.9841596364010344
13520,27153,5869,0.9841793478624864
21792,27142,113417,0.9841897896880688
27488,27120,96232,0.9840757907686434
26248,27098,36813,0.9841520177987909
23085,27065,59184,0.984109155275073
13850,27043,55095,0.984213924304566
24082,27032,96022,0.9841569254757412
20612,27021,61111,0.9841946342762292
22859,27010,27006,0.9842172932459358
26344,26999,51291,0.9842080002672138
8398,26988,11112,0.9842187581676324
4836,26977,90462,0.9840541998921464
5598,26966,76678,0.9842236033866808
8564,26911,32362,0.9842248500211652
6846,26900,15737,0.9841164773600048
17115,26878,44729,0.9841592055046008
16532,26845,80524,0.9841683577953216
5738,26812,97668,0.9841756842964691
3219,26801,98011,0.9841170584077579
21554,26790,76974,0.984228573521533
16400,26779,61261,0.9841742307307544
2801,26768,35264,0.9842040528016428
15688,26757,78134,0.9840823772382874
16102,26735,16724,0.9841198879399756
17068,26702,39122,0.9841878926081626
10379,26647,52145,0.9842285703670935
14230,26636,108050,0.984222470942906
13866,26614,57247,0.984056681805133
15432,26592,39404,0.9842096828452348
22282,26581,65783,0.9842265325991864
19809,26570,65792,0.9842194149219332
22141,26559,44259,0.9841305486836582
18916,26537,55557,0.9842200010167894
18123,26526,63548,0.9841809698752696
10675,26515,94587,0.9841723248184178
11856,26493,19659,0.9842157967798442
24691,26449,62837,0.9842255566156098
5883,26427,321,0.9842165361804596
9936,26372,110172,0.9842295394109032
1482,26361,98493,0.9842114783521896
25439,26317,44488,0.984142033366934
14153,26295,97768,0.9842181638712336
15884,26284,107524,0.9841487586319154
9249,26273,8957,0.9842072324766432
12415,26262,97728,0.9841716081297668
15585,26251,62011,0.9842107736504088
19146,26218,90980,0.984216005603738
6998,26196,40220,0.9840988200695452
18368,26097,100594,0.9841567059267532
1897,26064,37465,0.9842187449189866
2813,26053,37089,0.9841649459535752
22960,26031,39864,0.9840855613295032
23680,26020,28601,0.9841778602288256
22865,26009,27692,0.9842237636322068
26938,25998,16293,0.9842069927392424
435,25987,60353,0.9841175523929812
9877,25965,101724,0.9840761831809152
17121,25954,45277,0.9841594263153648
11049,25910,24411,0.984212748960414
1907,25855,39746,0.9840599857650492
22736,25844,11429,0.984106870829998
26153,25822,23097,0.9841920072590264
17517,25800,101910,0.984221246389498
2578,25789,9260,0.984167248694399
26405,25767,62620,0.9841011631871944
5411,25745,48067,0.984218405501298
15706,25712,80440,0.9841748382757992
25711,25701,86641,0.9841537893320056
15381,25679,31779,0.9842212262010852
14790,25668,67715,0.9842230248624796
12897,25646,39116,0.9842137369308608
6387,25635,73784,0.9842108039330278
9567,25624,52982,0.9840686579500806
4757,25613,78160,0.9840430943724966
8594,25569,36068,0.9841800285905272
26410,25492,63342,0.9842074696904926
15761,25470,86979,0.9841772886443908
4590,25426,52875,0.9842249288821524
7359,25415,97980,0.9841994927439236
23240,25404,85885,0.9841718005505754
15240,25393,11288,0.9841998542426884
17559,25382,107103,0.9842151772479294
17242,25371,63328,0.9842081188741384
23873,25360,62586,0.9842005267691868
19318,25349,116294,0.9841161310025496
3783,25338,54294,0.9841526436395848
13628,25327,20242,0.9842174856667444
14371,25294,5872,0.9842207536660504
1556,25283,109405,0.9842260600641516
20423,25261,33865,0.9842296800989042
1471,25239,96455,0.9840981532210384
24109,25217,100082,0.9841428440578815
16250,25206,37665,0.9842233011913782
2454,25195,113232,0.9841600761298986
26600,25184,91715,0.984203922838736
9559,25173,51768,0.9840501950157766
18408,25162,104837,0.9842204439000932
3771,25140,52336,0.9842064810891579
22415,25129,87565,0.9842277886969892
748,25118,109454,0.9841450067415924
8521,25107,26066,0.984104876593356
3980,25096,84268,0.9842244595015572
19863,25085,73347,0.9841498841359236
23019,25074,49614,0.9841047138242786
16468,25063,70461,0.9842093232391336
15361,25052,29473,0.9841491724943758
3682,25019,39046,0.9842259988680256
1999,25008,54210,0.9842272290994246
10247,24986,31317,0.9842197839913528
13667,24975,24803,0.9840650240357942
10116,24964,13480,0.9842136946613717
10269,24953,34752,0.9842037524990036
2541,24942,4980,0.9841089994457624
13713,24931,32407,0.9841807194127744
11905,24898,25781,0.9842243907347764
2920,24887,53600,0.984217879340792
2862,24876,44584,0.984215124253346
22022,24854,24560,0.9841227559563552
12936,24843,45451,0.9841545987611774
8644,24821,43199,0.9842075750487712
17347,24799,76378,0.9841147979364232
22377,24744,82047,0.9842074791538108
7403,24733,103609,0.9841976417188341
177,24700,24130,0.9842130189804341
22722,24689,9476,0.9840870218349846
4219,24678,1915,0.9842298763050402
17301,24667,70700,0.9842269477234226
2373,24656,104535,0.984156634005533
27088,24623,39107,0.9840495761147496
9230,24612,6307,0.9842205347479502
5795,24601,105014,0.9842103137331321
1088,24590,36404,0.9840686629971838
9720,24579,77040,0.9841430497273359
25502,24568,53583,0.9840637004329864
909,24557,13066,0.9842273723109772
22093,24524,36808,0.9842262184170136
19195,24513,97955,0.9842165721410696
138,24502,19020,0.9842080412749272
14242,24491,109877,0.9840901245416618
4218,24480,1876,0.9841154098976832
24008,24458,86221,0.9842051101697579
6769,24436,5090,0.984191471635202
10743,24425,104711,0.9842269369983284
11880,24403,22055,0.9841438724051536
10382,24370,52751,0.9841094480070572
5254,24359,24705,0.9840563039032828
27278,24337,65533,0.9842114398680281
6033,24326,21122,0.9842263900185216
24708,24315,64708,0.9840469503593228
7134,24304,61137,0.984218454710554
19479,24282,17323,0.9842026345656504
20602,24249,59172,0.9841686063651532
22163,24216,48356,0.9842134164398092
22685,24205,5348,0.9841959736512343
27560,24194,104933,0.9842079832332408
27419,24183,86001,0.9842222059699892
7091,24150,54405,0.9841628633926274
14059,24139,86221,0.9842047265899166
24832,24117,83922,0.9841493813182698
10668,24106,93945,0.9842277521054912
22938,24095,37279,0.9841797844369112
3278,24084,105740,0.9841170792270586
5804,24062,107284,0.9842231958330996
18328,24051,95132,0.9840501678875972
3376,24029,1062,0.984212590607552
17367,24007,78255,0.9841706498110514
13831,23974,51703,0.9841878484460098
1761,23963,17306,0.9842015557473466
15801,23952,93945,0.9841585796638072
26684,23941,101473,0.9842172579162136
11168,23930,39036,0.9842284965532097
18959,23908,61201,0.9842215788674196
21616,23875,85421,0.984170627729975
15713,23864,81171,0.9842129407503348
6649,23842,110108,0.9841140850330996
17342,23831,75704,0.984171956379886
2363,23809,103131,0.9842296517089488
21388,23798,52215,0.9842148201653798
8796,23765,67135,0.9842293186001392
18719,23666,25213,0.9842152567398044
13145,23633,74161,0.984229352037198
11336,23622,68165,0.9842272070183482
21993,23600,20196,0.9842232267466064
795,23589,116963,0.9842160081272896
2441,23567,112201,0.9841721223034028
5180,23545,13758,0.9842014794099112
25495,23534,52987,0.9841287916608652
14382,23501,7103,0.9842285255740528
1027,23490,28096,0.9841967944363884
22497,23468,97624,0.9841961704882584
9672,23457,69357,0.9841735771308932
17444,23446,91520,0.9842293734873864
18312,23435,93140,0.9841952563316956
20876,23424,101100,0.9841254706669758
22489,23402,96762,0.9841542858407806
21452,23391,60608,0.9842040414456604
12859,23380,33348,0.9841746830773764
6551,23369,95886,0.9842113155831124
12,23259,1786,0.984138251193992
25778,23237,95487,0.9842227232980648
8898,23226,81703,0.984156249163916
21148,23215,17256,0.9842222602263484
15793,23204,91915,0.98404898812723
15798,23138,93232,0.9842185972912189
8741,23039,57458,0.9841650412176476
1262,23028,64827,0.9842095711780772
23468,23017,1621,0.9840745245766342
11825,23006,15003,0.984160502610117
19596,22973,35276,0.9842129432738864
10506,22962,70695,0.9842237327186998
25945,22940,116677,0.9842112815151658
7683,22918,24243,0.9841563450588762
2451,22896,113070,0.9842288000102879
16849,22874,5919,0.9840442943212766
6081,22841,27232,0.9841873020970909
11089,22830,29627,0.9842223018649496
8890,22797,80927,0.9842157330601666
1367,22764,81133,0.9842168522552958
16113,22753,18372,0.9842101522258304
4304,22742,11902,0.9841095558888876
23315,22720,95487,0.9842224539089328
4708,22709,71227,0.9842295154371632
5150,22654,10006,0.9842119489945608
2655,22643,18789,0.984069580308186
25887,22632,109079,0.9842023254305808
21519,22610,71649,0.9842154769196804
20091,22577,109208,0.9841599745569471
21674,22566,93539,0.984182680212358
4519,22555,41216,0.9841882244551964
22564,22511,107773,0.9841989053872916
10429,22489,59531,0.9841242006896392
14748,22478,61547,0.9842202962723252
19125,22456,87570,0.9840666220748372
14846,22401,74562,0.9842301027937952
13764,22390,39800,0.9841531306850412
5961,22379,12021,0.9841403810715319
11730,22346,3636,0.9842210817277568
2152,22335,74444,0.9842269111319246
5981,22324,14569,0.9841000925704336
4133,22291,109154,0.9841998315307242
21907,22280,8564,0.9841515496799716
5716,22247,94875,0.984214573488212
2918,22236,53236,0.9841600206117636
9586,22225,57119,0.9840710471225464
14032,22214,83308,0.9842072823167872
20403,22203,31401,0.9840897075247621
796,22181,117009,0.9842227422247016
22677,22159,4340,0.9841984397920236
9948,22137,112148,0.9842120411041936
22974,22115,42106,0.9841681565420828
25436,22093,43554,0.9842144113500224
25633,22082,74774,0.9842274089024752
16316,22071,47211,0.9842235825673804
26650,22049,98206,0.9842192445822009
11011,21983,20084,0.984167371086651
11300,21961,61546,0.9841714119236308
13694,21939,29582,0.9842221737947064
4672,21928,65731,0.984226032305084
895,21917,11709,0.9840973046768168
10924,21895,11172,0.9842027872405216
6711,21862,116711,0.9842180250758962
6903,21840,24682,0.9842163406052112
23072,21829,56838,0.9841726169195141
12420,21818,99068,0.9841681647436252
24440,21807,25275,0.9840640890599308
14336,21785,2844,0.9842207517733867
21078,21774,10230,0.9842014302006552
3819,21763,60379,0.9840807041235848
8972,21752,91373,0.9841982486329908
24734,21719,68444,0.9841178419705259
23351,21708,103628,0.9841520316783248
5280,21664,28688,0.9842276101557144
17269,21631,66468,0.9842035102380512
3271,21620,104998,0.9842013317821432
18647,21609,15620,0.9840427814520998
14622,21543,42303,0.984122830401127
15749,21510,85379,0.984142792955962
21600,21499,82953,0.9841360613821016
23537,21455,8429,0.9840652044697328
12889,21444,38144,0.9842154762887926
5869,21422,116194,0.98419871990625
19644,21389,41765,0.9842153469567736
10542,21378,77085,0.9841719368223611
12603,21367,3388,0.9842258196958628
26507,21356,78382,0.9841667629107184
22294,21290,67887,0.9842174219470669
26634,21279,96115,0.984229925514296
19540,21268,26387,0.9841730995487552
5220,21235,19979,0.9842107503075566
18745,21158,29296,0.984208819790592
15460,21125,44283,0.9842240487935362
13671,21092,25385,0.9842301141497772
23902,21081,68736,0.9841758186755909
23847,21070,57690,0.9842271439295586
5462,21059,54556,0.9841682196308724
26743,21048,109264,0.9842213902319384
25043,21037,111919,0.9842275918599652
11993,21015,38604,0.9841373300976624
1708,20993,8523,0.9841978827180106
9825,20982,93024,0.984128621952021
5984,20971,14746,0.9842242595100936
4418,20960,24732,0.9841019871267879
14010,20949,80375,0.9841695413410164
20428,20938,34648,0.9842229523103712
21958,20927,14767,0.9841740055037752
24754,20916,70676,0.984115129783457
6413,20894,78185,0.9842233409373158
357,20883,48648,0.9841457701159476
742,20872,108335,0.9842124145898288
19979,20861,91856,0.984195167376502
4839,20828,90666,0.9842225693614178
20334,20817,23477,0.9841382720132924
21689,20806,95812,0.9841460880834476
1311,20795,72349,0.984172751298636
25277,20773,22566,0.9842294144950996
15217,20729,8149,0.9842272543349404
15732,20718,82954,0.9842110783692629
4135,20696,109314,0.9842169014645518
25343,20674,31882,0.9841696227255552
425,20652,57806,0.9841731664228722
15438,20630,39725,0.9840228939729244
17648,20597,955,0.9840481894231524
15000,20564,97624,0.9842267054624702
3604,20542,25089,0.9842124619064209
12007,20520,41019,0.9841951781015964
9126,20487,112654,0.9842266575149899
2693,20465,24521,0.9841950039765368
6469,20454,87254,0.9841791680594358
18790,20421,35483,0.9841734660946232
17032,20410,32112,0.9841720611072768
5750,20399,99585,0.9841133639282336
12914,20388,42042,0.9841705526543152
15209,20377,6464,0.9841577014678544
2860,20366,44006,0.984226553418487
730,20355,106656,0.9840623515946628
22393,20344,84269,0.9841429986254164
6024,20278,19679,0.9842081661907308
18234,20267,80768,0.9841194160358288
21236,20256,29661,0.9841692757372118
10159,20245,18756,0.9842103351833204
19935,20234,85126,0.9841493276927984
4738,20223,75057,0.9841190002807048
26347,20212,51514,0.9841786683962216
2305,20201,95575,0.984112809377772
17586,20190,111143,0.9841141891296028
19430,20179,11316,0.9842224665266908
3222,20157,98244,0.9840376535952734
14689,20146,52413,0.9842219605545972
23231,20135,83872,0.984217236466025
8882,20113,80309,0.9841544934028986
1002,20080,24633,0.9840504839624334
16242,20058,36870,0.9842292252287306
10326,20014,44488,0.984046207804268
7990,20003,73491,0.98413871678926
22456,19992,92484,0.9841978284616516
15057,19948,104047,0.9842113326170856
25434,19937,43428,0.9842242185023804
8737,19915,57200,0.9842136593316494
21834,19893,1055,0.9840613055825296
10662,19882,93147,0.9841182280739188
5342,19871,36279,0.984213740716188
20013,19860,95988,0.9842285754141968
2224,19849,84646,0.9841212437180664
19744,19838,57955,0.984215504678748
3070,19816,76883,0.9842168339595468
16483,19805,72203,0.9842228154076976
784,19750,115301,0.9842294390997276
14524,19739,25909,0.9841508569650608
17798,19728,18756,0.9842263086339829
19491,19695,19849,0.9840465428057412
11933,19684,29036,0.9841471132762802
16936,19651,18812,0.9841691363109866
19449,19618,13449,0.984210441803375
22115,19607,41493,0.9842227699837692
3107,19596,83222,0.9842007683992512
22288,19585,66650,0.9840664561513204
24693,19519,63103,0.9842077434958396
19862,19508,73183,0.9841512424375656
2021,19486,56363,0.9841502317551548
12539,19475,114684,0.9842089894994362
14409,19464,10268,0.9841719696285316
1357,19453,80025,0.9842196351018092
20157,19442,2001,0.9841564396920608
23618,19420,20296,0.9840664839103878
5135,19409,7632,0.984215798672508
15362,19398,29546,0.9842241509973756
8459,19365,18150,0.9842100746266188
7025,19343,44647,0.9841677029336848
1818,19321,25571,0.9842118045212324
13130,19299,71757,0.9840438495453092
647,19288,93590,0.9840646619061414
20841,19266,95424,0.9840241065394624
25331,19244,30362,0.9840698837652644
4807,19233,86551,0.9841947490978266
2640,19222,17611,0.984165240578223
3720,19211,44879,0.9841730105935615
22970,19200,41126,0.9840131562182352
13134,19178,72577,0.9841698731880502
15638,19156,69885,0.9840999443117776
11712,19134,1807,0.984040300800889
8124,19112,93341,0.9841946513102025
19545,19101,27122,0.9841636885939964
2399,19079,107464,0.9842196647535404
327,19068,45248,0.9842231138176728
16238,19046,36166,0.984196442400942
14747,19035,61537,0.9841588414822844
14163,19013,100000,0.9842274492793006
24931,18991,98878,0.9841729550754268
