215,83425,83425,83425,88634,83425,83425,97220,97220,88634,97220,83425,88634,111401,111401,97180,97180,111401,111401,111401,111401,74220,4870,74220,7730,40822,40822,15725,104484,15725,74220,86544,4870,13201,58814,10749,13402,15043,48056,48056,86544,86544,15725,15725,15725,40822,40822,40822,11437,86544,10102
226,42965,42965,90761,98123,47414,106525,36620,36620,94585,98287,64858,49625,42771,33759,77127,77127,107623,107623,107623,94585,8267,46526,96352,47308,17711,47308,98123,52802,110499,71695,52802,51109,98839,55480,90761,39238,88041,68559,8997,8997,81222,53770,53608,32681,46782,46782,39493,88686,41775,36620
248,111401,111401,111401,111401,111401,111401,78822,78822,15725,15725,62111,61058,15725,15725,15725,48527,40569,31550,52159,52159,110491,40569,110491,31550,90748,110491,38222,38222,38222,32957,81810,40569,82887,7161,7161,65739,67042,38222,91336,98752,86050,86050,64187,10749,91336,24232,90748,75441,75441,37465
259,111440,111440,24011,115499,115499,115499,115499,115499,4195,22441,4195,115499,109466,114251,112709,4195,54681,115219,38939,114251,114251,112709,114251,112709,114251,13716,112709,38939,13716,54681,109466,114251,114251,113513,115219,108372,114256,114256,88037,114251,114251,112709,112709,112709,112709,112709,31619,13716,54681,54681
270,114241,111387,111387,111387,111387,112214,108720,115994,115994,108720,106895,106895,112214,116547,111862,115472,115472,115472,115472,115472,115472,112435,112185,112185,115472,112185,112185,112185,112185,112185,112185,112185,109539,108491,109136,108491,109136,108591,111205,109136,109136,112564,107379,113117,109925,107379,112564,112564,114393,114393
281,92576,92576,49609,16178,92057,92070,103246,92070,97873,97873,97873,97873,97873,94836,113460,91438,62902,49609,92574,17542,106626,5869,99590,99590,106510,99157,106626,106626,62260,91438,68559,68559,114134,48672,48672,68559,87671,101904,63839,112594,114134,48672,48672,48672,48672,110603,97873,97873,97873,55175
292,42965,42965,90761,98123,47414,106525,36620,36620,94585,98287,49625,42771,33759,77127,77127,94585,64858,8267,71695,107623,107623,107623,46526,47308,17711,47308,96352,52802,32681,52802,88686,51109,98839,39238,90761,55480,81222,53770,53608,98123,39493,110499,109689,8997,8997,68559,97522,47846,88041,94836
303,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,114900,43814,14205,14205,18715,14205,14205,62560,22900,22900,22900,61035,61035,22900,111879,22900,22900,19632,19632,91187,91187,111879,16334,91187,91187,95340
314,89219,34851,34851,34851,36079,32837,24306,34111,34111,24306,32837,24306,77315,83190,83190,40928,58610,58610,42333,38707,85539,60536,74574,481,42333,42333,42333,37751,63368,42333,18937,41902,51084,18937,39535,51084,94575,22038,1510,25748,63368,63368,63368,27073,94575,94575,5331,25748,117529,117529
325,32718,117178,30179,21267,21267,90619,30179,96896,87905,87905,96896,19625,87905,87905,52070,37926,81398,90497,90497,25535,37026,63614,9832,81449,71188,42168,23371,8157,23131,23131,55110,63614,87348,9832,82872,23371,20152,9832,52070,52070,55110,42168,42168,25535,10662,20022,63614,28104,14394,109905
336,64657,42801,16824,37318,49321,11104,16824,43668,43668,97020,85914,47617,28108,64944,84854,73003,68566,33684,33684,33684,44376,22603,22603,22603,85914,27228,90149,21987,47617,94032,68566,81350,64944,68415,68415,87805,90149,39961,39961,73003,76833,29059,37281,46511,22819,22819,21987,54741,86930,32867
347,113398,106674,98079,113398,113398,113398,113398,110735,98079,113398,98079,110735,113209,113209,108201,54497,54497,112338,114914,108201,108201,112338,107533,109527,105263,115959,72914,42478,42478,107516,111961,115959,115959,109527,42478,100633,109027,107533,111961,105263,111961,103743,25647,95286,95286,103743,112427,113179,103743,64281
358,117475,117475,117475,117475,117475,117475,117475,5367,102979,102979,102979,102979,5367,110681,784,5476,5476,5476,10031,2248,2248,5346,5367,110681,5476,27156,5367,48823,2248,2248,2248,30631,5377,6258,6258,2248,16652,3303,24267,24267,5377,2248,2248,24267,24267,6866,6866,6866,24267,24267
369,49127,49127,61191,61191,61191,12023,12023,25691,88851,88851,88851,12023,40187,35599,32890,32890,2539,2539,110621,111860,111860,80146,88591,18,11711,67787,7027,89843,2539,2539,103596,66227,41580,61675,61675,61675,2762,35609,27921,27921,108600,7591,13649,91195,80160,80160,46395,60451,5665,36776
380,94346,20062,47334,92553,26095,94346,17220,17220,17220,17220,17220,17220,26095,26095,26095,38998,26095,58032,92816,92816,59136,59136,59136,88651,40534,68484,59136,50772,35297,35297,56151,56151,94230,63646,59136,105227,83032,91164,9569,89351,44943,78561,42498,92083,68496,83032,63342,88817,42498,42498
391,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
413,72205,62257,62257,62257,68001,68001,68001,68001,85586,68001,62257,62257,62257,88197,88197,61576,61576,66893,66893,24306,66893,66893,24306,74574,24306,37418,40928,58610,58610,2788,57494,61907,37418,19781,74014,61907,31567,41902,59542,107050,12210,13978,13978,12210,41902,41902,41902,41902,10972,10972
435,82776,82776,60586,82776,82776,82776,82776,82776,60586,114692,18000,83715,18000,114692,114692,114692,31451,18000,6299,18000,114692,77085,18000,31451,31451,76465,76465,54002,14576,18000,13466,99754,13466,13466,24517,13466,13466,77085,77085,76465,76702,77085,42560,13466,13466,13466,99754,77970,79536,106599
446,54030,53390,54030,51368,51368,31008,31008,68068,104417,20032,51364,20032,64743,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,74736,15663,15663,2947,12171,20032,52423,3908,7423,3427,64427,7423,72304,72304,32851,5058
468,8850,43905,43905,56686,54384,101296,49609,11216,49609,76742,43773,76178,9006,9006,9006,93066,93066,9006,9006,58125,56956,19824,96037,42023,65480,100534,110243,4614,86348,54581,4687,96865,96037,5869,4687,74257,86348,74257,74257,74257,106838,74257,88872,63855,65480,12003,35900,56763,74257,74257
479,102717,27186,27186,27186,66338,27186,53434,80443,46949,101921,15030,101921,101921,101921,105890,46906,28325,49948,105890,21506,65552,66276,69493,80353,28325,21231,12955,83130,58006,53189,49948,12955,85624,91715,38270,55719,55719,58006,78207,82284,82284,105890,94459,25816,16223,78570,100511,53189,53189,14525
490,73627,91631,70687,25940,51199,57135,33300,33300,33300,33698,33698,55025,33300,33300,33300,3894,3894,3894,3894,3894,40776,40776,110166,36644,77358,40510,3894,12643,79216,55025,55025,76171,40776,40776,3894,3894,12643,12643,12643,12643,105430,105430,36644,110166,110166,110166,35912,19828,35912,110166
512,36681,32194,51641,33729,33729,33729,33729,33729,33729,33729,33729,33729,51641,107692,33729,33729,99834,68576,33729,51641,32681,68095,68576,46281,99834,51382,42965,99834,51377,42965,91625,30288,92758,30288,67688,67688,45863,67688,97141,46281,46281,95364,97141,97141,17860,17860,91625,45863,45863,9954
523,42965,42965,90761,98123,47414,106525,36620,36620,94585,98287,64858,49625,42771,107623,107623,107623,33759,77127,77127,94585,8267,71695,46526,96352,17711,47308,32681,47308,88686,52802,98123,110499,52802,51109,39238,90761,98839,55480,68559,88041,109689,8997,8997,81222,53770,53608,46782,46782,39493,69630
545,25219,25219,25610,25219,68634,25610,112469,25219,36071,81146,25610,92002,25219,11906,27348,71152,25219,93539,96020,92002,71152,36071,26465,51804,36071,36071,93539,36071,36071,50844,93539,50844,27348,50844,50844,36071,69754,11906,77050,44492,36071,71152,78887,77047,50844,62384,112469,36071,77047,77047
556,115994,115994,106895,108720,112214,111862,106895,111387,112214,108720,111387,111387,112185,111387,112185,112185,112185,112185,112185,112435,108491,116547,112185,107379,112185,112185,109539,107379,108491,112564,109925,112564,112564,108591,116583,115472,115472,115472,115472,113126,115472,113117,112723,112723,115472,115472,114285,116160,111256,115255
567,108546,108546,30543,49439,30543,30543,109490,109516,109516,42519,109516,109516,109516,16274,93570,93570,93570,93570,101461,97629,49897,107168,34917,81443,81443,81443,40664,55300,55300,55300,42519,55300,64704,64704,107645,53852,112228,41838,40664,31417,105596,109490,101461,97629,107645,97629,40824,40824,35735,76227
589,102172,113652,113652,102172,102172,108798,102172,113672,113672,113672,113672,113672,113672,113672,113672,108798,5351,8220,8220,8220,20321,20321,20321,20321,20321,98789,59111,71263,71263,104726,60528,108172,108172,73035,73035,73035,73035,57616,15359,71263,19325,108172,96834,71263,19325,93489,39184,64961,112186,59129
600,38962,116461,38962,20369,116461,110595,110595,110595,107774,107774,70770,63352,63352,116461,63352,90049,80207,21997,21997,97542,47059,15928,15928,47149,47149,98510,98306,98306,96488,23843,64566,96488,64566,100751,112897,108389,23965,34708,34708,102373,98306,98306,104054,52017,101177,101177,98379,112646,110089,110089
611,71188,8157,109905,10662,41541,74463,74463,74463,55110,55110,93896,41541,82872,57882,11298,81398,14394,6758,82872,97260,97260,25535,32718,21950,21950,42168,90619,37260,95280,95280,95280,95280,21267,21267,19625,23371,117178,107659,62194,70586,70586,25535,52070,105260,105260,37026,23371,95280,14950,39084
644,108401,111878,59036,110021,113732,104205,107107,69122,104456,104456,106351,104456,60079,106351,96422,96422,104632,104632,104632,43603,110079,50766,50766,58858,58858,58858,69122,74282,36247,43603,43603,115557,36247,73779,115557,60079,101402,104632,104632,60079,36247,68791,73779,107444,60334,59450,37210,79211,115557,60079
655,112185,112185,112185,112185,112185,112185,111387,115994,111387,111387,115994,115055,112185,114098,115055,114285,108757,111387,114098,114098,108757,112741,108674,107379,112185,112185,108757,109925,117501,112741,117501,106895,112880,108487,108757,115472,115472,115472,115472,114908,107379,108720,112214,110593,112059,106895,111862,115472,115472,112564
666,115835,115835,115835,116327,116327,116327,116327,116327,116327,116327,116327,116327,111136,111136,111136,72763,110298,110298,106549,106549,112411,112411,112612,111982,111982,111982,117390,117390,117390,106549,111982,111982,111982,111431,111431,111431,114132,114728,114728,103170,117375,114132,112836,112836,114728,38464,108308,108308,112485,112485
677,106463,106599,106599,14576,14576,60586,82366,78614,6299,14576,14576,109313,82366,60586,22870,13466,91475,13466,74505,13466,13466,43428,13466,66027,83715,18000,13466,13466,13466,74325,15784,18000,15784,69727,99754,82776,82776,18000,18000,31451,876,99754,43428,101852,101852,82776,76465,87691,18000,74481
699,115257,117475,117475,115257,115257,102105,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,784,102105,5367,117475,117475,117475,117475,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,102979,102979,2611,2611,117475,102979,6294
710,6338,9415,9415,5946,5946,111937,111937,111937,111937,111937,9415,111937,111937,111937,111937,8724,8724,8724,6338,16258,12120,10956,16166,16166,16258,39660,39660,5877,10956,10956,62779,10956,62779,20170,39660,39660,48347,62779,5878,5878,20170,5877,48347,5878,5192,5192,7734,48347,108678,5192
732,42965,42965,90761,47414,98123,106525,36620,36620,94585,49625,64858,98287,107623,107623,107623,77127,77127,42771,33759,8267,94585,46526,47308,96352,47308,90761,98123,39238,17711,8997,8997,52802,55480,98839,110499,46782,46782,68559,81222,52802,36620,71695,51109,88041,53770,41775,54027,32681,53608,47846
743,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,114434,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,31054,94229,94229,94229,94229,94229,50815,94229,94229,19359,19359,10405,19359,19359,91061,19359,19359
776,3437,3437,3437,51871,51871,51871,51871,51871,51871,18395,12687,47229,47229,5753,5753,31745,38797,5753,13359,13359,13359,6180,13053,21146,21146,21146,21146,22316,13359,13359,13359,40653,13650,21146,6304,6304,578,102871,40653,40653,40653,40653,40653,40653,30833,12208,30741,30741,30741,10566
787,110104,110104,110104,103128,103128,45349,65835,96593,45349,45349,96593,68214,68214,15965,97199,28487,39387,24019,97199,869,16307,49071,49071,49071,33824,107578,23872,10983,28487,109582,107578,24019,22070,91602,96590,109582,98952,105998,107643,98952,22070,90516,110935,107643,110935,90516,98944,38468,94075,110935
809,39896,38803,31791,59680,59680,77247,40725,59680,110883,86581,40725,40725,77247,18600,18600,18600,18600,80508,86581,18600,86581,52702,92220,16483,29350,51001,42771,104797,67823,16483,16483,16483,16483,16483,100150,66895,73004,61172,61172,32177,67823,18960,107900,107900,51109,102778,102778,102778,83189,99152
820,48214,48214,35340,40824,40824,55300,55300,55300,55300,40824,94702,30543,41272,16274,34917,30543,30543,41272,49897,46173,46173,63485,34518,9954,34518,34518,34518,10549,55477,55477,43092,42549,42549,42549,39371,39371,102551,48520,45379,41492,61479,61479,5869,39371,42549,63343,21201,87444,87444,61479
831,95700,102107,102107,95700,105969,105969,105969,83644,111163,94673,94673,94673,12514,91020,11310,91020,7098,56500,105612,103823,93104,104416,53117,47613,102107,80837,94035,28382,28382,92411,91020,109637,63421,28186,28186,28186,28186,105620,105612,38757,38757,105967,105967,38757,36923,86804,45729,105967,105967,37037
842,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
853,36876,69397,69397,113993,78928,78928,78928,70934,94123,51008,70934,95517,113993,94123,16869,113993,52868,52868,22048,9261,18129,18129,18129,11506,11506,95517,60279,60279,60279,52868,18451,3128,22211,69397,11506,9261,60279,70930,16869,49637,49637,94518,47560,29486,47560,52875,51943,51943,52875,8753
864,98033,99316,63362,63362,63362,20468,112540,62883,67405,67405,99316,62145,53608,67405,112540,103886,103886,62883,112540,59604,33196,74379,102396,103886,111092,103886,105553,110002,110002,93444,65750,111092,111092,109416,109416,109416,40393,53016,104419,109416,109082,71430,65750,109416,53608,78241,109416,109416,59480,40393
875,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
886,67872,67872,69541,112334,112334,112334,112334,112334,112334,112334,113026,2681,113026,7744,19942,19942,25317,7734,14040,10651,7280,43859,13860,16258,43859,10651,7280,26992,16258,9724,28595,269,36093,36093,36093,43859,34525,39660,109008,109008,108663,43859,43859,43859,43859,43859,43859,39660,14496,10862
908,105492,34848,94469,112296,112877,105492,113588,47233,105443,50735,94469,34848,34848,47233,106360,114474,50735,112296,88287,108031,111372,51650,55521,66540,112296,49147,49147,110736,110736,30652,103923,112296,97380,35961,105257,116169,116169,105207,51650,105443,97380,94469,94469,105443,105443,105443,105443,33267,88038,105207
919,17864,75683,75683,75683,88591,37411,37411,38537,618,77961,25528,87092,11355,11522,3503,38295,38295,16815,25528,89865,38295,38295,25528,89865,32527,77961,77961,47516,47516,77961,46542,46542,87092,72245,53353,71813,16815,16815,20199,20199,46462,46754,69113,89634,102235,79017,89843,38295,25397,25397
930,112911,115587,113495,75882,75882,75882,75882,75882,111120,115898,114808,112262,113612,113855,110593,108503,75882,75882,114808,114105,115898,111120,112566,115898,113855,108503,75882,75882,115587,113323,117237,117237,117237,117237,117237,117237,117237,117237,117237,117237,111702,115587,108503,117237,117237,112880,113855,110504,117237,117237
941,67246,98643,41604,92443,71152,23097,41604,94722,71152,71152,32324,11906,69754,25610,27348,25340,44492,69754,92443,98643,88895,69398,112198,37604,25340,25610,108689,108689,27348,37361,69754,68634,78868,70823,86394,42995,12530,11906,43017,103204,79029,62384,78868,43017,43017,61610,88895,85900,78887,79065
952,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
963,114014,115587,115587,115587,115910,114908,115055,115587,115910,115055,115587,114229,114014,115910,115587,115587,114725,115184,108487,115587,107518,117501,112880,116290,114725,112741,107518,107518,107518,106863,117501,115055,115910,115910,115910,116290,114908,112741,114229,112283,112283,112283,106863,106863,106863,113855,115255,114908,114908,113495
974,109787,109787,109787,115555,115555,52820,52820,37607,54388,4454,52820,54388,37607,36075,3777,68770,15533,8412,4454,4454,4454,16683,38576,3120,57848,16683,53838,34443,34443,1069,42033,34419,68770,60544,60544,34443,951,951,38576,1069,3120,3120,951,10230,81160,42033,42033,90805,951,23325
985,115055,114908,115055,115472,115472,115472,115472,115472,115472,115472,111387,111387,111387,115994,114229,115994,111387,112741,111862,115910,114229,112741,115910,108720,112283,112283,112283,114908,117501,114908,114908,117501,115055,112435,108720,112214,106863,106863,106863,106863,116583,106895,112214,106863,111289,115910,115910,115910,115910,106895
996,116661,110292,110768,110768,110292,110292,110271,106210,110292,106221,110292,106221,110271,110271,106210,106210,106221,110292,106210,112568,73548,113755,114543,106318,105842,114543,113752,108058,103866,103866,73548,110279,58676,108058,108510,96168,108510,106318,106318,108510,96168,103866,112445,108209,108510,106917,111172,106917,106917,106917
1018,42965,42965,90761,98123,47414,36620,36620,94585,106525,49625,98287,42771,33759,94585,8267,77127,77127,46526,47308,47308,17711,52802,71695,52802,51109,55480,98839,90761,39238,81222,53608,64858,53770,39493,47846,107623,107623,107623,94836,110081,54027,55992,96352,96352,96352,96352,96352,109955,109955,39238
1029,80195,80195,80195,35534,35534,35534,75978,65572,65572,9814,26667,26667,6448,7519,15029,45487,65572,7519,7519,71638,7519,26667,72979,28616,29045,28616,62080,25284,3992,3992,3992,1667,1667,71638,58836,58836,58836,52337,17070,17070,951,951,93262,93262,29045,29045,15029,58836,52337,7316
1040,115082,109466,111440,111440,24011,109466,115219,113513,115219,59830,22441,59830,87812,51028,38939,38939,88037,29977,88037,4195,13716,9019,13716,22435,22435,47963,47963,14699,87812,4195,93157,20472,20472,4195,31619,34900,93157,51028,31619,20648,40052,77522,13716,113516,66171,54681,66171,20648,115499,20648
1062,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
1073,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
1084,109466,13716,51028,13716,109466,40732,13493,34900,13716,20472,20472,14699,115219,10927,5036,10927,115219,13790,20648,40052,59830,10927,115082,87812,59317,51028,13790,22441,9019,24011,20648,87812,66171,59317,19678,19678,47963,47963,19678,19678,19678,40252,14677,56596,59830,66171,7124,20648,41141,40252
1106,115515,115515,115515,115515,115515,115515,115515,115515,115515,115515,115515,115515,115515,115515,65602,80620,80620,65602,80620,77848,80542,8589,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,13403,115785,115785,13403,13403,16997,40106,115352,115352
1117,112444,95413,104517,104517,107625,107522,72132,72132,72132,98608,98608,107625,107522,98608,91892,107522,107625,107625,107625,107625,107625,73320,73320,73320,80702,103924,91892,97324,90186,69569,65377,97324,107791,95406,107791,105429,76637,51101,7121,76421,102254,76421,107791,66404,103352,103373,103373,75211,68236,102254
1128,107845,27156,5476,5476,5476,5476,117475,5367,27156,117475,110681,80962,10369,48823,8515,8515,5377,102979,2248,2248,117475,5377,102979,102979,110681,102979,89598,5367,10369,117475,117475,117475,117475,2611,2611,18753,2248,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611,2611
1150,16483,16483,16483,16483,16483,16483,16483,16483,51001,104091,21655,44512,44512,59680,59680,39783,44512,116753,116753,116753,17965,31674,31674,78983,31674,97500,90667,64451,38063,38063,93901,101509,77247,63343,8267,90667,106909,106909,106909,73004,39896,59680,93901,106909,90667,110326,116369,73433,40709,67624
1161,111387,111387,111387,111387,112185,112185,112185,112185,112185,112185,111862,112214,112214,106895,112185,106895,108720,112185,112185,112435,108720,107379,115994,115472,115472,115472,115472,115994,115472,115472,107379,115472,112564,112564,112564,109925,113126,114241,108591,114393,116547,112741,114393,112741,113126,115055,115055,114285,116583,109539
1183,113955,19270,19270,19270,19270,19270,26065,113955,26065,19270,19270,19270,19270,19270,70603,19270,17406,17406,83732,22341,19270,19270,19270,19270,19270,19270,19270,19270,19270,19270,19270,19270,19270,94098,87208,22341,23825,23825,23825,23825,22341,23825,71987,94098,94098,94098,94098,94098,46493,82630
1194,101345,876,18000,74481,18000,82776,82776,54002,101852,101852,18000,23368,66420,82776,114692,82776,23368,77085,18000,74325,18000,74609,74609,66027,18000,66420,76702,114692,114692,114692,106599,109313,15784,106599,82366,74609,114692,13466,55825,55825,82776,82776,56995,65163,74609,13466,15784,102675,82750,83715
1205,31791,18600,18600,18600,18600,86581,86581,38803,18600,110883,86581,104797,29350,56689,6187,83189,104793,31624,31624,99155,100614,77247,103468,92220,72560,100150,41246,36269,103468,104484,82952,103468,100614,77247,103468,59680,59680,39896,56114,85372,101647,100150,100150,107623,107623,107623,41666,53776,104816,100150
1216,53809,53809,53809,53809,53809,53809,53809,53809,53809,53809,76931,69101,36776,96045,96045,96045,96045,69039,36776,69039,69039,13649,27082,3411,3411,3411,78571,9590,80078,54326,27073,3708,48632,38223,24358,44319,54326,4934,106052,12482,3992,3992,3992,24306,44319,65691,65691,51084,27082,43579
1249,9229,115029,115029,96017,96017,115029,115029,9229,9229,96017,15330,1910,24586,24586,24586,24586,51824,24586,24586,24586,5125,5125,5125,1910,24586,1910,15330,24586,1910,25918,25918,8652,8652,25918,5125,16644,16644,16644,5125,111409,111409,5125,48212,89519,89519,89519,89519,87891,91163,89519
1260,41822,256,256,41822,116788,116788,116788,3128,4145,116788,116788,3966,39921,39921,44467,44467,44467,116788,116788,116788,3966,74308,74308,21288,21288,26770,38435,228,44467,44467,44467,44467,228,107943,81106,44467,44467,19397,19397,19397,19397,44467,74308,44467,26770,50753,39921,28329,38435,44467
1271,42965,42965,47414,90761,98123,106525,36620,36620,94585,49625,77127,77127,46526,8267,98287,94585,42771,33759,107623,107623,107623,47308,47308,64858,90761,39238,96352,55480,98839,8997,8997,81222,54027,52802,98123,96352,96352,96352,96352,96352,36620,17711,52802,47846,46782,46782,51109,110081,39238,39238
1282,50242,50242,34965,34965,49855,90666,83850,78995,35786,79954,81075,79954,83850,61860,35786,90666,79248,54982,54079,81577,90666,75842,54982,40416,60776,86168,55750,70898,54079,54079,59218,81577,81577,81577,61604,81577,79196,79196,61860,86168,66971,97292,72107,64950,84352,97292,84352,87145,37982,82988
1293,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
1326,42965,42965,47414,90761,98123,36620,36620,106525,94585,49625,98287,46526,94585,8267,77127,77127,42771,33759,47308,47308,90761,39238,107623,107623,107623,55480,98839,64858,81222,52802,54027,17711,71695,52802,51109,96352,96352,96352,96352,96352,47846,110081,39238,39238,53770,53608,109689,96352,8997,8997
1337,40753,32123,96298,32123,104298,6413,6413,93824,96693,104298,88850,88850,39655,16939,60486,59178,56383,55602,66184,66184,60717,104298,104298,109735,62347,67040,116447,75585,75357,60717,60717,61561,93824,38664,38664,10549,55777,36712,43093,43093,84443,84443,84443,70205,70205,90477,106388,42999,90477,63259
1348,4985,53992,64656,4901,53992,64656,16139,10451,64927,64927,64927,25879,25898,25898,25898,25898,53985,20598,65393,65393,65393,65393,65393,65393,65393,65393,65393,65393,65393,53985,65393,65393,65393,65393,65393,65393,66267,65393,26974,26974,26974,5334,57849,57849,57849,26974,33187,11496,11496,16218
1359,97065,75403,75403,75403,44427,44427,17580,17580,17580,42105,9103,10125,62073,62073,64589,64589,64589,42105,67869,19006,30729,30729,12318,12318,67869,23280,23280,10638,10638,23692,42300,80701,18069,28868,50251,72597,86683,50251,50251,18069,73516,73516,73516,73516,42300,6062,6062,18069,86683,72597
1370,96917,48440,48440,52733,62046,52733,52733,100916,64151,95722,64151,95722,95722,58498,19273,26209,58498,44728,26209,44728,64151,58498,58498,34711,53014,53014,26209,96786,6544,107075,44728,7275,63593,63593,21707,21707,60291,60291,60291,60291,60291,96786,96017,96017,97645,97645,96017,1435,13231,41305
